VAARWATER;BENAM_COD;BENAMING;S57_ID;INBEDRIJF;Y_RD;X_RD;OBJ_SOORT;IALA_CAT;N_WGS_gms;E_WGS_gms;N_WGS_gm;E_WGS_gm;Obj_vorm_c;OBJ_VORM;Obj_kleur_c;OBJ_KLEUR;Kleurpatr_c;KLEURPATR;V_TT_c;TT_TOPTEK;TT_kleur_c;TT_KLEUR;TT_pat_c;TT_KLR_PAT;Sign_kar_c;SIGN_KAR;Sign_gr_c;SIGN_GROEP;SIGN_PERIO;RACON_CODE;Licht_kl_c;LICHT_KLR;OPGEHEVEN;X_WGS84;Y_WGS84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WAGENPAD (IJSSELMEER);VW-WPIJ -0135;LS W;#;09.10.2013; 537219,5061; 139953,6842;SK32 630;4;52.49.19.20;005.09.50.40;52.49.3200;005.09.8400;5;spar;6,2,6;Geel/zwart/geel;1;Horizontaal;10;2 Kegels, punten naar elkaar;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,164000;52,822000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WAGENPAD (IJSSELMEER);VW-WPIJ -0136;WM 1;#;26.12.2014; 534912,5065; 137220,9703;SK31 630;4;52.48.04.26;005.07.24.90;52.48.0710;005.07.4150;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,123583;52,801183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WAGENPAD (IJSSELMEER);VW-WPIJ -0137;WM 3;#;26.12.2014; 534906,5392; 136827,5365;SK31 630;4;52.48.04.02;005.07.03.90;52.48.0670;005.07.0650;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,117750;52,801117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WAGENPAD (IJSSELMEER);VW-WPIJ -0138;WM 5;#;26.12.2014; 533846,0681; 136729,1422;SK31 630;4;52.47.29.70;005.06.58.86;52.47.4950;005.06.9810;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,116350;52,791583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WAGENPAD (IJSSELMEER);VW-WPIJ -0139;WM 7;#;26.12.2014; 533907,6774; 137119,4935;SK31 630;4;52.47.31.74;005.07.19.68;52.47.5290;005.07.3280;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,122133;52,792150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]AMSTELDIEP;VW-WAP  -0107;AMD 9;#;01.01.2005; 551802,2185; 124075,0810;SK31 630;4;52.57.08.53;004.55.37.46;52.57.1422;004.55.6243;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,927072;52,952369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]DOLLARD;VW-WDO  -0108;WDO 1;#;01.01.2005; 584806,4418; 274314,6400;SB1;4;53.14.11.48;007.10.27.47;53.14.1914;007.10.4579;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;7,174297;53,236522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]MOK;VW-WMK  -0102;WMK 3;#;01.01.2005; 0,0000; 0,0000;SK31 630;4;53.00.06.52;004.46.46.15;53.00.1087;004.46.7692;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,779486;53,001811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]MOK;VW-WMK  -0115;WMK 2;#;01.01.2005; 557327,6236; 114195,1210;KB2;4;53.00.04.91;004.46.45.77;53.00.0818;004.46.7628;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,779381;53,001364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]NAPOLEONDAM;VW-WNA  -0103;NAP 1;#;01.01.2005; 551939,0777; 115835,7832;SK31 630;4;52.57.11.03;004.48.16.08;52.57.1839;004.48.2680;5;spar;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,804467;52,953064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]NAPOLEONDAM;VW-WNA  -0104;NAP 2;#;01.01.2005; 551915,0161; 115944,5818;SK32 630;4;52.57.10.28;004.48.21.92;52.57.1714;004.48.3653;5;spar;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,806089;52,952856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]NOORDPOLDERZIJL;VW-WNP  -0101;WNP 1;#;01.01.2005; 0,0000; 0,0000;SB1;4;53.27.18.52;006.34.14.83;53.27.3087;006.34.2472;1;spits;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;6,570786;53,455144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0102;WVK 2;#;01.01.2005; 570784,6329; 126314,7823;REC;4;53.07.23.04;004.57.31.39;53.07.3840;004.57.5231;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,958719;53,123067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0103;WVK 4;#;01.01.2005; 571089,7998; 126494,3273;REC;4;53.07.32.95;004.57.40.94;53.07.5491;004.57.6824;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,961372;53,125819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0104;WVK 6;#;01.01.2005; 571389,8334; 126664,7829;REC;4;53.07.42.68;004.57.50.02;53.07.7114;004.57.8336;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,963894;53,128522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0105;WVK 8;#;01.01.2005; 571659,7483; 126784,8411;REC;4;53.07.51.44;004.57.56.39;53.07.8573;004.57.9398;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,965664;53,130956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]VLAKTE VAN KERKEN;VW-WVK  -0106;WVK 10;#;01.01.2005; 572059,3800; 126672,2832;REC;4;53.08.04.34;004.57.50.21;53.08.0724;004.57.8368;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,963947;53,134539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]WESTWAL;VW-WWL  -0103;WWL 3;#;01.01.2005; 573519,7026; 125584,7824;REC;4;53.08.51.37;004.56.51.23;53.08.8562;004.56.8539;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,947564;53,147603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]WESTWAL;VW-WWL  -0104;WWL 5;#;01.01.2005; 573159,7098; 125579,7991;REC;4;53.08.39.73;004.56.51.08;53.08.6621;004.56.8514;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,947522;53,144369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]WESTWAL;VW-WWL  -0105;WWL 7;#;01.01.2005; 572829,1026; 125683,7368;REC;4;53.08.29.05;004.56.56.78;53.08.4842;004.56.9464;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,949106;53,141403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]WESTWAL;VW-WWL  -0106;WWL 9;#;01.01.2005; 572622,5340; 125980,7264;REC;4;53.08.22.43;004.57.12.83;53.08.3738;004.57.2138;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,953564;53,139564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]WESTWAL;VW-WWL  -0107;WWL 11;#;01.01.2005; 572489,3088; 126330,1547;REC;4;53.08.18.19;004.57.31.67;53.08.3031;004.57.5278;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,958797;53,138386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
[WANTIJ]WESTWAL;VW-WWL  -0110;WWL 13;#;01.01.2005; 0,0000; 0,0000;REC;4;53.08.54.09;004.56.42.87;53.08.9015;004.56.7145;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;4,945242;53,148358;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WEST FRIESLAND STELSEL (NZ);VW-VWF  -0102;NFR-A;#;01.01.2005; 668163,6432; 74280,8447;L12 12,5M3;2;53.59.33.00;004.09.24.00;53.59.5500;004.09.4000;3;bol;3,1;Rood/wit;2;Vertikaal;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;12;Mo (morse);(A);(A);8;#;1;Wit;#;4,156667;53,992500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WEST FRIESLAND STELSEL (NZ);VW-VWF  -0108;NFR-B;#;01.01.2005; 674948,0364; 132150,1873;LK3000 MM.;2;54.03.33.00;005.02.18.00;54.03.5500;005.02.3000;3;bol;3,1;Rood/wit;2;Vertikaal;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;7;Iso (isophased);#;Niet toegewezen;8;N;1;Wit;#;5,038333;54,059167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0102;WA 25;1041;01.01.2005; 0,0000; 0,0000;SK21 900;4;53.24.05.92;005.39.25.85;53.24.0987;005.39.4308;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,657181;53,401644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0103;WA 8;1141;01.01.2005; 607899,7789; 166899,7988;SK12 1200;4;53.27.25.88;005.33.58.85;53.27.4314;005.33.9809;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,566347;53,457189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0104;WA 24-MG 1;#;01.01.2005; 601724,8091; 173889,8339;SK22 900;4;53.24.05.42;005.40.16.34;53.24.0904;005.40.2724;5;spar;3,4,3;Rood/groen/rood;1;Horizontaal;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,671206;53,401506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0106;WA 21;#;01.01.2005; 604070,0000; 171300,0000;SK21 900;4;53.25.21.59;005.37.56.61;53.25.3598;005.37.9435;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,632392;53,422664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0107;WA 20;1141;01.01.2005; 603749,6923; 172269,7464;SK22 900;4;53.25.11.12;005.38.49.06;53.25.1853;005.38.8176;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,646961;53,419756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0108;WA 23- KB 8;1041;01.01.2005; 603439,8210; 172089,7881;SK21 900;4;53.25.01.12;005.38.39.25;53.25.0186;005.38.6542;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,644236;53,416978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0109;WA 18;#;01.01.2005; 604305,2660; 171430,1013;SK22 900;4;53.25.29.18;005.38.03.70;53.25.4864;005.38.0616;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,634361;53,424772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0110;WA 19-BB 20;#;01.01.2005; 0,0000; 0,0000;SK21 900;4;53.25.45.35;005.36.40.79;53.25.7558;005.36.6798;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,611331;53,429264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0111;WA 16;#;01.01.2005; 0,0000; 0,0000;SK22 900;4;53.25.55.35;005.37.15.02;53.25.9225;005.37.2503;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,620839;53,432042;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0112;WA 17;1001;01.01.2005; 0,0000; 0,0000;SK21 900;4;53.26.19.39;005.35.55.04;53.26.3232;005.35.9173;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,598622;53,438719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0113;WA 14;#;01.01.2005; 0,0000; 0,0000;SK22 900;4;53.26.28.17;005.36.26.98;53.26.4695;005.36.4497;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,607494;53,441158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0114;WA 15;1001;01.01.2005; 607119,7445; 168499,8386;SK21 900;4;53.27.00.52;005.35.25.45;53.27.0086;005.35.4241;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,590403;53,450144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0115;WA 9-BG 2;#;01.01.2005; 607729,7432; 165999,8603;SK23 900;4;53.27.20.45;005.33.10.06;53.27.3409;005.33.1677;5;spar;4,3,4;Groen/rood/groen;1;Horizontaal;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,552794;53,455681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0116;WA 7;1041;01.01.2005; 607759,7691; 165409,7766;SK11 1200;4;53.27.21.47;005.32.38.09;53.27.3578;005.32.6348;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,543914;53,455964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0117;WA 11;1041;01.01.2005; 607669,8455; 166859,7378;SK11 1200;4;53.27.18.45;005.33.56.65;53.27.3075;005.33.9442;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,565736;53,455125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0118;WA-NOORD;#;01.01.2005; 0,0000; 0,0000;T31;4;53.28.09.58;005.28.53.03;53.28.1597;005.28.8838;1;spits;2,6;Zwart/geel;1;Horizontaal;13;2 Kegels, punten naar boven;2;Zwart;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,481397;53,469328;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0119;WA 3;#;01.01.2005; 608569,6808; 163019,7956;SK11 1200;4;53.27.47.81;005.30.28.64;53.27.7969;005.30.4774;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,507956;53,463281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0121;WA 13;#;01.01.2005; 0,0000; 0,0000;SK21 900;4;53.27.09.64;005.34.48.37;53.27.1607;005.34.8062;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,580103;53,452678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0123;WA;#;01.01.2005; 0,0000; 0,0000;T13;4;53.28.21.23;005.28.39.23;53.28.3538;005.28.6538;3;bol;3,1;Rood/wit;2;Vertikaal;3;Bol;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,477564;53,472564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0124;WA 1;1043;01.01.2005; 0,0000; 0,0000;SK11 1200;4;53.28.05.02;005.29.30.69;53.28.0837;005.29.5115;5;spar;4;Groen;#;Niet toegewezen;1;Kegel, punt naar boven;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,491858;53,468061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0125;WA 2;1143;01.01.2005; 608229,7189; 164279,7649;SK12 1200;4;53.27.36.74;005.31.36.90;53.27.6124;005.31.6150;5;spar;3;Rood;#;Niet toegewezen;5;Cilinder;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,526917;53,460206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0126;WA 12;#;01.01.2005; 607047,7655; 169013,0754;L10 10 M3;3;53.26.58.14;005.35.53.24;53.26.9690;005.35.8874;2;stomp;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;4;Q (quick-flashing);#;Niet toegewezen;#;#;3;Rood;#;5,598122;53,449483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0127;WA 10;1141;01.01.2005; 0,0000; 0,0000;SK12 1200;4;53.27.17.06;005.34.53.00;53.27.2843;005.34.8833;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,581389;53,454739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0131;WA-NBW;#;01.01.2005; 605040,7130; 169645,5436;SK21 900;4;53.25.53.16;005.36.27.18;53.25.8860;005.36.4530;5;spar;6;Geel;#;Niet toegewezen;5;Cilinder;3,1,3;Rood/wit/rood;1;Horizontaal;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,607550;53,431433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0134;WA 6;1141;01.01.2005; 608079,8263; 166099,7998;SK12 1200;4;53.27.31.77;005.33.15.52;53.27.5295;005.33.2587;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,554311;53,458825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0135;WA 5;#;01.01.2005; 607969,7448; 164039,8027;SK11 1200;4;53.27.28.35;005.31.23.87;53.27.4725;005.31.3978;5;spar;4;Groen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,523297;53,457875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0136;WA 4;1141;01.01.2005; 608029,7256; 165349,8465;SK12 1200;4;53.27.30.20;005.32.34.87;53.27.5034;005.32.5812;5;spar;3;Rood;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,543019;53,458389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0137;WA ANKER NOORD;#;01.01.2005; 604433,6192; 170076,1825;T31;4;53.25.33.48;005.36.50.40;53.25.5580;005.36.8400;1;spits;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,614000;53,425967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESTGAT (AMELAND);VW-WA   -0138;WA ANKER ZUID;#;01.01.2005; 603859,9043; 170491,3089;T31;4;53.25.14.88;005.37.12.78;53.25.2480;005.37.2130;1;spits;6;Geel;#;Niet toegewezen;7;Liggend kruis;6;Geel;#;Niet toegewezen;#;Niet toegewezen;#;Niet toegewezen;#;#;#;Niet toegewezen;#;5,620217;53,420800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
